Name,Type,Power,Toughness,Mana Cost,Colors,Text,Quantity,Standard Legal
Dusyut Earthcarver,Creature — Elephant Druid,4.0,4.0,{5}{G},G,"Reach
When this creature enters, it endures 3. (Put three +1/+1 counters on it or create a 3/3 white Spirit creature token.)",3,True
Encroaching Dragonstorm,Enchantment,,,{3}{G},G,"When this enchantment enters, search your library for up to two basic land cards, put them onto the battlefield tapped, then shuffle.
When a Dragon you control enters, return this enchantment to its owner's hand.",1,True
Formation Breaker,Creature — Beast,2.0,1.0,{1}{G},G,"Creatures with power less than this creature's power can't block it.
As long as you control a creature with a counter on it, this creature gets +1/+2.",2,True
Herd Heirloom,Artifact,,,{1}{G},G,"{T}: Add one mana of any color. Spend this mana only to cast a creature spell.
{T}: Until end of turn, target creature you control with power 4 or greater gains trample and ""Whenever this creature deals combat damage to a player, draw a card.""",2,True
Heritage Reclamation,Instant,,,{1}{G},G,"Choose one —
• Destroy target artifact.
• Destroy target enchantment.
• Exile up to one target card from a graveyard. Draw a card.",2,True
Inspirited Vanguard,Creature — Human Soldier,3.0,2.0,{4}{G},G,"Whenever this creature enters or attacks, it endures 2. (Put two +1/+1 counters on it or create a 2/2 white Spirit creature token.)",1,True
Knockout Maneuver,Sorcery,,,{2}{G},G,"Put a +1/+1 counter on target creature you control, then it deals damage equal to its power to target creature an opponent controls.",1,True
Krotiq Nestguard,Creature — Insect,4.0,4.0,{2}{G},G,"Defender
{2}{G}: This creature can attack this turn as though it didn't have defender.",2,True
Lasyd Prowler,Creature — Snake Ranger,5.0,5.0,{2}{G}{G},G,"When this creature enters, you may mill cards equal to the number of lands you control.
Renew — {1}{G}, Exile this card from your graveyard: Put X +1/+1 counters on target creature, where X is the number of land cards in your graveyard. Activate only as a sorcery.",1,True
Piercing Exhale,Instant,,,{1}{G},G,"As an additional cost to cast this spell, you may behold a Dragon. (You may choose a Dragon you control or reveal a Dragon card from your hand.)
Target creature you control deals damage equal to its power to target creature or planeswalker. If a Dragon was beheld, surveil 2.",4,True
Rite of Renewal,Sorcery,,,{3}{G},G,Return up to two target permanent cards from your graveyard to your hand. Target player shuffles up to four target cards from their graveyard into their library. Exile Rite of Renewal.,2,True
Roamer's Routine,Sorcery,,,{2}{G},G,"Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.
Harmonize {4}{G} (You may cast this card from your graveyard for its harmonize cost. You may tap a creature you control to reduce that cost by {X}, where X is its power. Then exile this spell.)",2,True
Sage of the Fang,Creature — Human Druid,2.0,2.0,{2}{G},G,"When this creature enters, put a +1/+1 counter on target creature.
Renew — {3}{G}, Exile this card from your graveyard: Put a +1/+1 counter on target creature, then double the number of +1/+1 counters on that creature. Activate only as a sorcery.",2,True
Sagu Pummeler,Creature — Beast,4.0,4.0,{3}{G},G,"Reach
Renew — {4}{G}, Exile this card from your graveyard: Put two +1/+1 counters and a reach counter on target creature. Activate only as a sorcery.",3,True
Sarkhan's Resolve,Instant,,,{1}{G},G,"Choose one —
• Target creature gets +3/+3 until end of turn.
• Destroy target creature with flying.",1,True
Trade Route Envoy,Creature — Dog Soldier,4.0,3.0,{3}{G},G,"When this creature enters, draw a card if you control a creature with a counter on it. If you don't draw a card this way, put a +1/+1 counter on this creature.",1,True
Undergrowth Leopard,Creature — Cat,2.0,2.0,{1}{G},G,"Vigilance
{1}, Sacrifice this creature: Destroy target artifact or enchantment.",4,True
Warden of the Grove,Creature — Hydra,2.0,2.0,{2}{G},G,"At the beginning of your end step, put a +1/+1 counter on this creature.
Whenever another nontoken creature you control enters, it endures X, where X is the number of counters on this creature. (Put X +1/+1 counters on the creature that entered or create an X/X white Spirit creature token.)",1,True
Hollowmurk Siege,Enchantment,,,{B}{G},"B,G","As this enchantment enters, choose Sultai or Abzan.
• Sultai — Whenever a counter is put on a creature you control, draw a card. This ability triggers only once each turn.
• Abzan — Whenever you attack, put a +1/+1 counter on target attacking creature. It gains menace until end of turn.",2,True
Host of the Hereafter,Creature — Zombie Warlock,2.0,2.0,{2}{B}{G},"B,G","This creature enters with two +1/+1 counters on it.
Whenever this creature or another creature you control dies, if it had counters on it, put its counters on up to one target creature you control.",1,True
Stalwart Successor,Creature — Human Warrior,3.0,2.0,{1}{B}{G},"B,G","Menace (This creature can't be blocked except by two or more creatures.)
Whenever one or more counters are put on a creature you control, if it's the first time counters have been put on that creature this turn, put a +1/+1 counter on that creature.",2,True
