name,rarity,color_identity,owned_qty,text,mana_cost
Pacesetter Paragon,uncommon,['R'],2,Exhaust — {2}{R}: Put a +1/+1 counter on this creature. It gains double strike until end of turn. (Activate each exhaust ability only once.),{2}{R}
Pedal to the Metal,common,['R'],4,Target creature gets +X/+0 and gains first strike until end of turn.,{X}{R}
Prowcatcher Specialist,common,['R'],2,"Haste
Exhaust — {3}{R}: Put two +1/+1 counters on this creature. (Activate each exhaust ability only once.)",{1}{R}
Push the Limit,uncommon,['R'],1,"Return all Mount and Vehicle cards from your graveyard to the battlefield. Sacrifice them at the beginning of the next end step.
Vehicles you control become artifact creatures until end of turn. Creatures you control gain haste until end of turn.",{5}{R}{R}
Reckless Velocitaur,uncommon,['R'],1,"Whenever this creature saddles a Mount or crews a Vehicle during your main phase, that Mount or Vehicle gets +2/+0 and gains trample until end of turn.",{3}{R}
Skycrash,uncommon,['R'],1,"Destroy target artifact.
Cycling {R} ({R}, Discard this card: Draw a card.)",{1}{R}
Spire Mechcycle,uncommon,['R'],1,"Haste
Exhaust — Tap another untapped Mount or Vehicle you control: This Vehicle becomes an artifact creature. Put a +1/+1 counter on it for each Mount and/or Vehicle you control other than this Vehicle. (Activate each exhaust ability only once.)
Crew 2",{4}{R}
Thunderhead Gunner,common,['R'],3,"Reach
Discard a card: Draw a card. Activate only as a sorcery and only once each turn.",{4}{R}
Apocalypse Runner,uncommon,"['B', 'R']",2,"{T}: Target creature you control with power 2 or less gains lifelink until end of turn and can't be blocked this turn.
Crew 3 (Tap any number of creatures you control with total power 3 or more: This Vehicle becomes an artifact creature until end of turn.)",{2}{B}{R}
Boosted Sloop,uncommon,"['R', 'U']",2,"Menace
Whenever you attack, draw a card, then discard a card.
Crew 1 (Tap any number of creatures you control with total power 1 or more: This Vehicle becomes an artifact creature until end of turn.)",{1}{U}{R}
Broadside Barrage,uncommon,"['R', 'U']",1,"Broadside Barrage deals 5 damage to target creature or planeswalker. Draw a card, then discard a card.",{1}{U}{R}
"Captain Howler, Sea Scourge",rare,"['R', 'U']",1,"Ward—{2}, Pay 2 life.
Whenever you discard one or more cards, target creature gets +2/+0 until end of turn for each card discarded this way. Whenever that creature deals combat damage to a player this turn, you draw a card.",{2}{U}{R}
Coalstoke Gearhulk,mythic,"['B', 'R']",4,"Menace, deathtouch
When this creature enters, put target creature card with mana value 4 or less from a graveyard onto the battlefield under your control with a finality counter on it. That creature gains menace, deathtouch, and haste. At the beginning of your next end step, exile that creature.",{1}{B}{B}{R}{R}
"Far Fortune, End Boss",rare,"['B', 'R']",1,"Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)
Whenever you attack, Far Fortune deals 1 damage to each opponent.
Max speed — If a source you control would deal damage to an opponent or a permanent an opponent controls, it deals that much damage plus 1 instead.",{2}{B}{R}
Fearless Swashbuckler,rare,"['R', 'U']",2,"Haste
Vehicles you control have haste.
Whenever you attack, if a Pirate and a Vehicle attacked this combat, draw three cards, then discard two cards.",{1}{U}{R}
Haunt the Network,uncommon,"['B', 'U']",1,"Choose target opponent. Create two 1/1 colorless Thopter artifact creature tokens with flying. Then the chosen player loses X life and you gain X life, where X is the number of artifacts you control.",{3}{U}{B}
Haunted Hellride,uncommon,"['B', 'U']",1,"Whenever you attack, target creature you control gets +1/+0 and gains deathtouch until end of turn. Untap it.
Crew 1 (Tap any number of creatures you control with total power 1 or more: This Vehicle becomes an artifact creature until end of turn.)",{1}{U}{B}
Foul Roads,uncommon,['B'],4,"This land enters tapped unless you control a Mount or Vehicle.
{T}: Add {B}.
{1}{B}, {T}, Sacrifice this land: Create a 1/1 colorless Pilot creature token with ""This token saddles Mounts and crews Vehicles as though its power were 2 greater."" Activate only as a sorcery.",
Reef Roads,uncommon,['U'],3,"This land enters tapped unless you control a Mount or Vehicle.
{T}: Add {U}.
{1}{U}, {T}, Sacrifice this land: Create a 1/1 colorless Pilot creature token with ""This token saddles Mounts and crews Vehicles as though its power were 2 greater."" Activate only as a sorcery.",
Riverpyre Verge,rare,"['R', 'U']",2,"{T}: Add {R}.
{T}: Add {U}. Activate only if you control an Island or a Mountain.",
Rocky Roads,uncommon,['R'],3,"This land enters tapped unless you control a Mount or Vehicle.
{T}: Add {R}.
{1}{R}, {T}, Sacrifice this land: Create a 1/1 colorless Pilot creature token with ""This token saddles Mounts and crews Vehicles as though its power were 2 greater."" Activate only as a sorcery.",
Housemeld,uncommon,['U'],1,Exile target creature. The exiled card perpetually becomes an enchantment. Then put it onto the battlefield under your control. (It loses all other card types.),{2}{U}{U}
Replicating Terror,uncommon,['B'],1,"Each opponent sacrifices a nontoken creature. For each creature sacrificed this way, conjure a duplicate of it into your graveyard.",{1}{B}
Eager Flameguide,uncommon,['R'],2,"When Eager Flameguide enters, add {C}{C}{C}. Spend this mana only to cast creature spells.
When Eager Flameguide dies, exile the top two cards of your library. Until the end of your next turn, you may cast creature spells from among the exiled cards.",{2}{R}
Enduring Friendship,rare,"['R', 'U']",1,"Double team
Whenever you cast an instant or sorcery spell, creatures you control that are Otters and/or enchantments get +1/+1 until end of turn.
When Enduring Friendship dies, if it was a creature, return it to the battlefield under its owner's control. It's an enchantment. (It's not a creature.)",{U}{R}
Gilded Ambusher,rare,"['B', 'R']",1,"Whenever Gilded Ambusher attacks, you may sacrifice another nonland permanent. When you do, each opponent exiles a nonland, nontoken permanent they control and a random nonland card from their library, then Gilded Ambusher deals damage to them equal to the total mana value of the cards exiled this way.",{1}{B}{R}
Agent of Kotis,common,['U'],2,"Renew — {3}{U}, Exile this card from your graveyard: Put two +1/+1 counters on target creature. Activate only as a sorcery.",{1}{U}
Ambling Stormshell,rare,['U'],2,"Ward {2}
Whenever this creature attacks, put three stun counters on it and draw three cards. (If a permanent with a stun counter would become untapped, remove one from it instead.)
Whenever you cast a Turtle spell, untap this creature.",{3}{U}{U}
Constrictor Sage,uncommon,['U'],2,"When this creature enters, tap target creature an opponent controls and put a stun counter on it. (If a permanent with a stun counter would become untapped, remove one from it instead.)
Renew — {2}{U}, Exile this card from your graveyard: Tap target creature an opponent controls and put a stun counter on it. Activate only as a sorcery.",{4}{U}
Dispelling Exhale,common,['U'],2,"As an additional cost to cast this spell, you may behold a Dragon. (You may choose a Dragon you control or reveal a Dragon card from your hand.)
Counter target spell unless its controller pays {2}. If a Dragon was beheld, counter that spell unless its controller pays {4} instead.",{1}{U}
Dragonstorm Forecaster,uncommon,['U'],2,"{2}, {T}: Search your library for a card named Dragonstorm Globe or Boulderborn Dragon, reveal it, put it into your hand, then shuffle.",{U}
Essence Anchor,uncommon,['U'],1,"At the beginning of your upkeep, surveil 1. (Look at the top card of your library. You may put it into your graveyard.)
{T}: Create a 2/2 black Zombie Druid creature token. Activate only during your turn and only if a card left your graveyard this turn.",{2}{U}
Focus the Mind,common,['U'],3,"This spell costs {2} less to cast if you've cast another spell this turn.
Draw three cards, then discard a card.",{4}{U}
Fresh Start,uncommon,['U'],2,"Flash
Enchant creature
Enchanted creature gets -5/-0 and loses all abilities.",{1}{U}
Highspire Bell-Ringer,common,['U'],1,"Flying
The second spell you cast each turn costs {1} less to cast.",{2}{U}
Humbling Elder,common,['U'],3,"Flash
When this creature enters, target creature an opponent controls gets -2/-0 until end of turn.",{U}
Iceridge Serpent,common,['U'],2,"When this creature enters, return target creature an opponent controls to its owner's hand.",{4}{U}
Kishla Trawlers,uncommon,['U'],2,"When this creature enters, you may exile a creature card from your graveyard. When you do, return target instant or sorcery card from your graveyard to your hand.",{2}{U}
Naga Fleshcrafter,rare,['U'],2,"You may have this creature enter as a copy of any creature on the battlefield.
Renew — {2}{U}, Exile this card from your graveyard: Put a +1/+1 counter on target nonlegendary creature you control. Each other creature you control becomes a copy of that creature until end of turn. Activate only as a sorcery.",{3}{U}
Ringing Strike Mastery,common,['U'],4,"Enchant creature
When this Aura enters, tap enchanted creature.
Enchanted creature doesn't untap during its controller's untap step.
Enchanted creature has ""{5}: Untap this creature.""",{U}
Riverwalk Technique,common,['U'],2,"Choose one —
• The owner of target nonland permanent puts it on their choice of the top or bottom of their library.
• Counter target noncreature spell.",{3}{U}
Roiling Dragonstorm,uncommon,['U'],1,"When this enchantment enters, draw two cards, then discard a card.
When a Dragon you control enters, return this enchantment to its owner's hand.",{1}{U}
Sibsig Appraiser,common,['U'],4,"When this creature enters, look at the top two cards of your library. Put one of them into your hand and the other into your graveyard.",{2}{U}
Snowmelt Stag,common,['U'],4,"Vigilance
During your turn, this creature has base power and toughness 5/2.
{5}{U}{U}: This creature can't be blocked this turn.",{3}{U}
Spectral Denial,uncommon,['U'],2,"This spell costs {1} less to cast for each creature you control with power 4 or greater.
Counter target spell unless its controller pays {X}.",{X}{U}
Stillness in Motion,rare,['U'],1,"At the beginning of your upkeep, mill three cards. Then if your library has no cards in it, exile this enchantment and put five cards from your graveyard on top of your library in any order.",{1}{U}
"Taigam, Master Opportunist",mythic,['U'],2,"Flurry — Whenever you cast your second spell each turn, copy it, then exile the spell you cast with four time counters on it. If it doesn't have suspend, it gains suspend. (At the beginning of its owner's upkeep, they remove a time counter. When the last is removed, they may play it without paying its mana cost. If it's a creature, it has haste.)",{1}{U}
Unending Whisper,common,['U'],4,"Draw a card.
Harmonize {5}{U} (You may cast this card from your graveyard for its harmonize cost. You may tap a creature you control to reduce that cost by {X}, where X is its power. Then exile this spell.)",{U}
Veteran Ice Climber,uncommon,['U'],2,"Vigilance
This creature can't be blocked.
Whenever this creature attacks, up to one target player mills cards equal to this creature's power. (They put that many cards from the top of their library into their graveyard.)",{1}{U}
Wingblade Disciple,uncommon,['U'],1,"Flying
Flurry — Whenever you cast your second spell each turn, create a 1/1 white Bird creature token with flying.",{2}{U}
Wingspan Stride,common,['U'],4,"Enchant creature
Enchanted creature gets +1/+1 and has flying.
{2}{U}: Return this Aura to its owner's hand.",{U}
Adorned Crocodile,common,['B'],1,"When this creature dies, create a 2/2 black Zombie Druid creature token.
Renew — {B}, Exile this card from your graveyard: Put a +1/+1 counter on target creature. Activate only as a sorcery.",{4}{B}
Aggressive Negotiations,common,['B'],3,Target opponent reveals their hand. You choose a nonland card from it and exile that card. Put a +1/+1 counter on up to one target creature you control.,{2}{B}
Alchemist's Assistant,uncommon,['B'],1,"Lifelink
Renew — {1}{B}, Exile this card from your graveyard: Put a lifelink counter on target creature. Activate only as a sorcery.",{1}{B}
Alesha's Legacy,common,['B'],4,"Target creature you control gains deathtouch and indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)",{1}{B}
Avenger of the Fallen,rare,['B'],2,"Deathtouch
Mobilize X, where X is the number of creature cards in your graveyard. (Whenever this creature attacks, create X tapped and attacking 1/1 red Warrior creature tokens. Sacrifice them at the beginning of the next end step.)",{2}{B}
Caustic Exhale,common,['B'],4,"As an additional cost to cast this spell, behold a Dragon or pay {1}. (To behold a Dragon, choose a Dragon you control or reveal a Dragon card from your hand.)
Target creature gets -3/-3 until end of turn.",{B}
Corroding Dragonstorm,uncommon,['B'],1,"When this enchantment enters, each opponent loses 2 life and you gain 2 life. Surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)
When a Dragon you control enters, return this enchantment to its owner's hand.",{1}{B}
Cruel Truths,common,['B'],4,"Surveil 2, then draw two cards. You lose 2 life. (To surveil 2, look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",{3}{B}
Delta Bloodflies,common,['B'],3,"Flying
Whenever this creature attacks, if you control a creature with a counter on it, each opponent loses 1 life.",{1}{B}
Desperate Measures,uncommon,['B'],1,"Target creature gets +1/-1 until end of turn. When it dies under your control this turn, draw two cards.",{B}
Dragon's Prey,common,['B'],4,"This spell costs {2} more to cast if it targets a Dragon.
Destroy target creature.",{2}{B}
Kin-Tree Nurturer,common,['B'],2,"Lifelink
When this creature enters, it endures 1. (Put a +1/+1 counter on it or create a 1/1 white Spirit creature token.)",{2}{B}
Nightblade Brigade,common,['B'],4,"Deathtouch
Mobilize 1 (Whenever this creature attacks, create a tapped and attacking 1/1 red Warrior creature token. Sacrifice it at the beginning of the next end step.)
When this creature enters, surveil 1. (Look at the top card of your library. You may put it into your graveyard.)",{2}{B}
Salt Road Skirmish,uncommon,['B'],1,Destroy target creature. Create two 1/1 red Warrior creature tokens. They gain haste until end of turn. Sacrifice them at the beginning of the next end step.,{3}{B}
Sandskitter Outrider,common,['B'],4,"Menace (This creature can't be blocked except by two or more creatures.)
When this creature enters, it endures 2. (Put two +1/+1 counters on it or create a 2/2 white Spirit creature token.)",{3}{B}
The Sibsig Ceremony,rare,['B'],1,"Creature spells you cast cost {2} less to cast.
Whenever a creature you control enters, if you cast it, destroy that creature, then create a 2/2 black Zombie Druid creature token.",{B}{B}{B}
Strategic Betrayal,uncommon,['B'],4,Target opponent exiles a creature they control and their graveyard.,{1}{B}
Unburied Earthcarver,common,['B'],3,"{2}, Sacrifice another creature: Put a +1/+1 counter on this creature.",{1}{B}
Unrooted Ancestor,uncommon,['B'],1,"Flash
{1}, Sacrifice another creature: This creature gains indestructible until end of turn. Tap it. (Damage and effects that say ""destroy"" don't destroy it.)",{2}{B}
Venerated Stormsinger,uncommon,['B'],1,"Mobilize 1 (Whenever this creature attacks, create a tapped and attacking 1/1 red Warrior creature token. Sacrifice it at the beginning of the next end step.)
Whenever this creature or another creature you control dies, each opponent loses 1 life and you gain 1 life.",{3}{B}
Worthy Cost,common,['B'],4,"As an additional cost to cast this spell, sacrifice a creature.
Exile target creature or planeswalker.",{B}
Yathan Tombguard,uncommon,['B'],1,"Menace (This creature can't be blocked except by two or more creatures.)
Whenever a creature you control with a counter on it deals combat damage to a player, you draw a card and you lose 1 life.",{2}{B}
Breaching Dragonstorm,uncommon,['R'],2,"When this enchantment enters, exile cards from the top of your library until you exile a nonland card. You may cast it without paying its mana cost if that spell's mana value is 8 or less. If you don't, put that card into your hand.
When a Dragon you control enters, return this enchantment to its owner's hand.",{4}{R}
Cori-Steel Cutter,rare,['R'],1,"Equipped creature gets +1/+1 and has trample and haste.
Flurry — Whenever you cast your second spell each turn, create a 1/1 white Monk creature token with prowess. You may attach this Equipment to it. (Whenever you cast a noncreature spell, the token gets +1/+1 until end of turn.)
Equip {1}{R}",{1}{R}
Devoted Duelist,common,['R'],4,"Haste
Flurry — Whenever you cast your second spell each turn, this creature deals 1 damage to each opponent.",{1}{R}
Dracogenesis,mythic,['R'],2,You may cast Dragon spells without paying their mana costs.,{6}{R}{R}
Fire-Rim Form,common,['R'],4,"Flash
Enchant creature
When this Aura enters, enchanted creature gains first strike until end of turn.
Enchanted creature gets +2/+0.",{1}{R}
Fleeting Effigy,uncommon,['R'],4,"Haste
At the beginning of your end step, return this creature to its owner's hand. (Return it only if it's on the battlefield.)
{2}{R}: This creature gets +2/+0 until end of turn.",{R}
Magmatic Hellkite,rare,['R'],2,"Flying
When this creature enters, destroy target nonbasic land an opponent controls. Its controller searches their library for a basic land card, puts it onto the battlefield tapped with a stun counter on it, then shuffles. (If a permanent with a stun counter would become untapped, remove one from it instead.)",{2}{R}{R}
Meticulous Artisan,common,['R'],4,"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
When this creature enters, create a Treasure token. (It's an artifact with ""{T}, Sacrifice this token: Add one mana of any color."")",{3}{R}
Molten Exhale,common,['R'],2,"You may cast this spell as though it had flash if you behold a Dragon as an additional cost to cast it. (To behold a Dragon, choose a Dragon you control or reveal a Dragon card from your hand.)
Molten Exhale deals 4 damage to target creature or planeswalker.",{1}{R}
Overwhelming Surge,uncommon,['R'],1,"Choose one or both —
• Overwhelming Surge deals 3 damage to target creature.
• Destroy target noncreature artifact.",{2}{R}
Rescue Leopard,common,['R'],3,"Whenever this creature becomes tapped, you may discard a card. If you do, draw a card.",{2}{R}
Reverberating Summons,uncommon,['R'],1,"At the beginning of each combat, if you've cast two or more spells this turn, this enchantment becomes a 3/3 Monk creature with haste in addition to its other types until end of turn.
{1}{R}, Discard your hand, Sacrifice this enchantment: Draw two cards.",{1}{R}
Seize Opportunity,common,['R'],4,"Choose one —
• Exile the top two cards of your library. Until the end of your next turn, you may play those cards.
• Up to two target creatures each get +2/+1 until end of turn.",{2}{R}
Stadium Headliner,rare,['R'],3,"Mobilize 1 (Whenever this creature attacks, create a tapped and attacking 1/1 red Warrior creature token. Sacrifice it at the beginning of the next end step.)
{1}{R}, Sacrifice this creature: It deals damage equal to the number of creatures you control to target creature.",{R}
Summit Intimidator,common,['R'],2,"Reach
When this creature enters, target creature can't block this turn.",{3}{R}
Twin Bolt,common,['R'],4,Twin Bolt deals 2 damage divided as you choose among one or two targets.,{1}{R}
Underfoot Underdogs,common,['R'],4,"When this creature enters, create a 1/1 red Goblin creature token.
{1}, {T}: Target creature you control with power 2 or less can't be blocked this turn.",{2}{R}
Unsparing Boltcaster,uncommon,['R'],1,"When this creature enters, it deals 5 damage to target creature an opponent controls that was dealt damage this turn.",{2}{R}
War Effort,uncommon,['R'],2,"Creatures you control get +1/+0.
Whenever you attack, create a 1/1 red Warrior creature token that's tapped and attacking. Sacrifice it at the beginning of the next end step.",{3}{R}
Wild Ride,common,['R'],3,"Target creature gets +3/+0 and gains haste until end of turn.
Harmonize {4}{R} (You may cast this card from your graveyard for its harmonize cost. You may tap a creature you control to reduce that cost by {X}, where X is its power. Then exile this spell.)",{R}
Zurgo's Vanguard,uncommon,['R'],1,"Mobilize 1 (Whenever this creature attacks, create a tapped and attacking 1/1 red Warrior creature token. Sacrifice it at the beginning of the next end step.)
This creature's power is equal to the number of creatures you control.",{2}{R}
Effortless Master,uncommon,"['R', 'U']",2,"Vigilance
Menace (This creature can't be blocked except by two or more creatures.)
This creature enters with two +1/+1 counters on it if you've cast two or more spells this turn.",{2}{U}{R}
Frostcliff Siege,rare,"['R', 'U']",1,"As this enchantment enters, choose Jeskai or Temur.
• Jeskai — Whenever one or more creatures you control deal combat damage to a player, draw a card.
• Temur — Creatures you control get +1/+0 and have trample and haste.",{1}{U}{R}
Glacial Dragonhunt,uncommon,"['R', 'U']",1,"Draw a card, then you may discard a card. When you discard a nonland card this way, Glacial Dragonhunt deals 3 damage to target creature.
Harmonize {4}{U}{R} (You may cast this card from your graveyard for its harmonize cost. You may tap a creature you control to reduce that cost by {X}, where X is its power. Then exile this spell.)",{U}{R}
Deviant Skytech,uncommon,['U'],1,"Start your engines!
When this enchantment enters, create two 1/1 colorless Thopter artifact creature tokens with flying.
Max speed — {1}{U}, Sacrifice this enchantment: Create two 1/1 colorless Thopter artifact creature tokens with flying.",{2}{U}
Trackhand Trainer,rare,['U'],1,"{4}{U}: Draw a card.
Exhaust — {U}: Conjure a card named Training Grounds onto the battlefield.",{U}
Bail Out,uncommon,['B'],2,"Until end of turn, target creature you control gains ""When this creature dies, return it to the battlefield tapped under its owner's control. It deals 1 damage to each opponent.""
Overload {2}{B}{B}",{B}
Speedbrood Stalker,mythic,['B'],1,"Flying
When this creature enters, choose target opponent. Secretly choose a creature or planeswalker that player controls. That player sacrifices a creature or planeswalker of their choice, then sacrifices the chosen permanent.",{3}{B}{B}
Unforgiving Overtake,uncommon,['B'],1,"If you weren't the starting player, this spell costs {1} less to cast.
Destroy target creature or Vehicle. Its controller loses 2 life.",{2}{B}
Ureni's Counsel,uncommon,['U'],1,"This spell costs {1} less to cast for each Dragon card in your library.
Seek a Dragon card.
Harmonize {8}{R}{R}",{6}{U}
Runeblade Raiser,uncommon,['B'],2,"This creature enters tapped.
When this creature dies, return it to the battlefield under its owner's control. It perpetually loses this ability.",{B}
Dragonblood Twins,uncommon,['R'],1,"Double team
Flurry — Whenever you cast your second spell each turn, until end of turn, this creature has base power and toughness 4/4 and gains flying.",{1}{R}
Illuminating Lash,uncommon,"['R', 'U']",1,"Illuminating Lash deals 3 damage to any target.
You get a one-time boon with ""When you cast a noncreature spell, draw a card.""",{U}{R}
Stormforged Armor,rare,['R'],1,"Equipped creature has ""Whenever this creature attacks, conjure a card named Ball Lightning onto the battlefield tapped and attacking.""
Equip—Pay 3 life.",{1}{R}{R}
Dalkovan Outrider,rare,"['B', 'R']",1,"Mobilize 2
Whenever you sacrifice a permanent, the topmost creature card in your library perpetually gets +1/+1.",{1}{B}{R}
Living Lectern,common,['U'],1,"{1}, Sacrifice this creature: Draw a card. Create a Sorcerer Role token attached to up to one other target creature you control. Activate only as a sorcery. (If you control another Role on it, put that one into the graveyard. Enchanted creature gets +1/+1 and has ""Whenever this creature attacks, scry 1."")",{1}{U}
Misleading Motes,common,['U'],1,Target creature's owner puts it on their choice of the top or bottom of their library.,{3}{U}
Long River's Pull,uncommon,['U'],1,"Gift a card (You may promise an opponent a gift as you cast this spell. If you do, they draw a card before its other effects.)
Counter target creature spell. If the gift was promised, instead counter target spell.",{U}{U}
Ravine Raider,common,['B'],1,"Menace (This creature can't be blocked except by two or more creatures.)
{1}{B}: This creature gets +1/+1 until end of turn.",{B}
Teapot Slinger,uncommon,['R'],1,"Menace
Whenever you expend 4, this creature deals 2 damage to each opponent. (You expend 4 as you spend your fourth total mana to cast spells during a turn.)",{3}{R}
Fear of Falling,uncommon,['U'],1,"Flying
Whenever this creature attacks, target creature defending player controls gets -2/-0 and loses flying until your next turn.",{3}{U}{U}
The Tale of Tamiyo,rare,['U'],1,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after IV.)
I, II, III — Mill two cards. If two cards that share a card type were milled this way, draw a card and repeat this process.
IV — Exile any number of target instant, sorcery, and/or Tamiyo planeswalker cards from your graveyard. Copy them. You may cast any number of the copies.",{2}{U}
Fear of the Dark,common,['B'],1,"Whenever this creature attacks, if defending player controls no Glimmer creatures, it gains menace and deathtouch until end of turn. (A creature with menace can't be blocked except by two or more creatures.)",{4}{B}
Enduring Courage,rare,['R'],1,"Whenever another creature you control enters, it gets +2/+0 and gains haste until end of turn.
When Enduring Courage dies, if it was a creature, return it to the battlefield under its owner's control. It's an enchantment. (It's not a creature.)",{2}{R}{R}
Hand That Feeds,common,['R'],1,"Delirium — Whenever this creature attacks while there are four or more card types among cards in your graveyard, it gets +2/+0 and gains menace until end of turn. (It can't be blocked except by two or more creatures.)",{1}{R}
Trial of Agony,uncommon,['R'],1,"Choose two target creatures controlled by the same opponent. That player chooses one of those creatures. Trial of Agony deals 5 damage to that creature, and the other can't block this turn.",{R}
Pulse Tracker,common,['B'],4,"Whenever this creature attacks, each opponent loses 1 life.",{B}
Winternight Stories,rare,['U'],1,"Draw three cards. Then discard two cards unless you discard a creature card.
Harmonize {4}{U} (You may cast this card from your graveyard for its harmonize cost. You may tap a creature you control to reduce that cost by {X}, where X is its power. Then exile this spell.)",{2}{U}
Rot-Curse Rakshasa,mythic,['B'],1,"Trample
Decayed (This creature can't block. When it attacks, sacrifice it at end of combat.)
Renew — {X}{B}{B}, Exile this card from your graveyard: Put a decayed counter on each of X target creatures. Activate only as a sorcery.",{1}{B}
Wail of War,uncommon,['B'],1,"Choose one —
• Creatures target opponent controls get -1/-1 until end of turn.
• Return up to two target creature cards from your graveyard to your hand.",{2}{B}
Shock Brigade,common,['R'],4,"Menace (This creature can't be blocked except by two or more creatures.)
Mobilize 1 (Whenever this creature attacks, create a tapped and attacking 1/1 red Warrior creature token. Sacrifice it at the beginning of the next end step.)",{1}{R}
Draconic Fealty,uncommon,['B'],1,"As an additional cost to cast this spell, you may behold a Dragon.
Target player discards a card with the greatest mana value among cards in their hand. If a Dragon was beheld, exile that player's graveyard.",{B}
Dragonsoul Prodigy,rare,['R'],1,"Whenever you cast your first Omen spell each turn, conjure a duplicate of that card onto the battlefield. It gains haste. At the beginning of the next end step, shuffle it into its owner's library.",{2}{R}
