Name,Colors,Set,Rarity,Type,Owned Qty
Gloomshrieker,"B,G",,uncommon,Enchantment Creature — Cat Beast,4
Kaito Shizuki,"B,U",,mythic,Legendary Planeswalker — Kaito,3
"Kotose, the Silent Spider","B,U",,rare,Legendary Creature — Human Ninja,2
"Naomi, Pillar of Order","B,W",,uncommon,Legendary Creature — Human Advisor,4
"Raiyuu, Storm's Edge","R,W",,rare,Legendary Creature — Human Samurai,2
"A-Raiyuu, Storm's Edge","R,W",,rare,Legendary Creature — Human Samurai,2
"Risona, Asari Commander","R,W",,rare,Legendary Creature — Human Samurai,2
Satoru Umezawa,"B,U",,rare,Legendary Creature — Human Ninja,2
A-Satoru Umezawa,"B,U",,rare,Legendary Creature — Human Ninja,2
Silver-Fur Master,"B,U",,uncommon,Creature — Rat Ninja,4
A-Silver-Fur Master,"B,U",,uncommon,Creature — Rat Ninja,4
Automated Artificer,,,common,Artifact Creature — Artificer,1
Brute Suit,,,common,Artifact — Vehicle,4
A-Circuit Mender,,,uncommon,Artifact Creature — Insect,4
Dramatist's Puppet,,,common,Artifact Creature — Construct,2
Eater of Virtue,,,rare,Legendary Artifact — Equipment,2
Ecologist's Terrarium,,,common,Artifact,1
High-Speed Hoverbike,,,uncommon,Artifact — Vehicle,4
Network Terminal,,,common,Artifact,1
Ninja's Kunai,,,common,Artifact — Equipment,1
Papercraft Decoy,,,common,Artifact Creature — Frog,2
Searchlight Companion,,,common,Artifact Creature — Drone,4
Shrine Steward,,,common,Artifact Creature — Construct,2
Thundersteel Colossus,,,common,Artifact — Vehicle,1
"Boseiju, Who Endures",G,,rare,Legendary Land,1
"Otawara, Soaring City",U,,rare,Legendary Land,1
Roadside Reliquary,,,uncommon,Land,2
"Takenuma, Abandoned Mire",B,,rare,Legendary Land,1
Pyromancer's Assault,R,,uncommon,Enchantment,1
Basilica Shepherd,W,,common,Creature — Phyrexian Angel,1
Charge of the Mites,W,,common,Instant,1
Flensing Raptor,W,,common,Creature — Phyrexian Bird,1
Goldwarden's Helm,W,,common,Artifact — Equipment,1
Incisor Glider,W,,common,Artifact Creature — Phyrexian Construct,1
Indoctrination Attendant,W,,common,Creature — Phyrexian Cleric,1
"Kemba, Kha Enduring",W,,rare,Legendary Creature — Cat Cleric,1
Leonin Lightbringer,W,,common,Creature — Cat Rebel,2
Mandible Justiciar,W,,common,Artifact Creature — Phyrexian Cleric,1
Ossification,W,,uncommon,Enchantment — Aura,2
Planar Disruption,W,,common,Enchantment — Aura,3
Skrelv's Hive,W,,rare,Enchantment,1
Vanish into Eternity,W,,common,Instant,2
Veil of Assimilation,W,,uncommon,Artifact,1
Zealot's Conviction,W,,common,Enchantment — Aura,1
Blue Sun's Twilight,U,,rare,Sorcery,1
Distorted Curiosity,U,,uncommon,Sorcery,1
Encroaching Mycosynth,U,,rare,Artifact,1
Experimental Augury,U,,common,Instant,2
Eye of Malcator,U,,common,Artifact,1
Glistener Seer,U,,common,Creature — Phyrexian Advisor,2
Meldweb Curator,U,,common,Creature — Phyrexian Wizard,2
Meldweb Strider,U,,common,Artifact — Vehicle,1
Mercurial Spelldancer,U,,rare,Creature — Phyrexian Rogue,1
Prologue to Phyresis,U,,common,Instant,2
Quicksilver Fisher,U,,common,Creature — Phyrexian Drake,1
Reject Imperfection,U,,uncommon,Instant,1
"Tekuthal, Inquiry Dominus",U,,mythic,Legendary Creature — Phyrexian Horror,1
Trawler Drake,U,,uncommon,Creature — Phyrexian Drake,2
Vivisurgeon's Insight,U,,common,Sorcery,1
Anoint with Affliction,B,,common,Instant,1
Archfiend of the Dross,B,,rare,Creature — Phyrexian Demon,1
Black Sun's Twilight,B,,rare,Instant,2
Blightbelly Rat,B,,common,Creature — Phyrexian Rat,1
Bonepicker Skirge,B,,common,Creature — Phyrexian Imp,3
Feed the Infection,B,,uncommon,Sorcery,1
"Geth, Thane of Contracts",B,,rare,Legendary Creature — Phyrexian Zombie,1
Infectious Inquiry,B,,common,Sorcery,1
Necrogen Communion,B,,uncommon,Enchantment — Aura,1
Pestilent Syphoner,B,,common,Creature — Phyrexian Insect,1
Sheoldred's Headcleaver,B,,common,Creature — Phyrexian Warrior,2
Stinging Hivemaster,B,,common,Creature — Phyrexian Warlock,3
Testament Bearer,B,,common,Creature — Phyrexian Warrior,3
"Vraan, Executioner Thane",B,,rare,Legendary Creature — Phyrexian Vampire,1
All Will Be One,R,,mythic,Enchantment,1
Barbed Batterfist,R,,common,Artifact — Equipment,3
Bladegraft Aspirant,R,,common,Creature — Phyrexian Warrior,3
Blazing Crescendo,R,,common,Instant,2
Cacophony Scamp,R,,uncommon,Creature — Phyrexian Goblin Warrior,1
Chimney Rabble,R,,common,Creature — Phyrexian Goblin Warrior,3
Churning Reservoir,R,,uncommon,Artifact,1
Dragonwing Glider,R,,rare,Artifact — Equipment,1
Exuberant Fuseling,R,,uncommon,Creature — Phyrexian Goblin Warrior,1
Free from Flesh,R,,common,Instant,1
Furnace Strider,R,,common,Creature — Phyrexian Beast,3
Gleeful Demolition,R,,uncommon,Sorcery,1
Hazardous Blast,R,,common,Sorcery,1
Hexgold Halberd,R,,uncommon,Artifact — Equipment,2
Kuldotha Cackler,R,,common,Creature — Phyrexian Hyena,2
Oxidda Finisher,R,,uncommon,Creature — Ogre Rebel,1
Rebel Salvo,R,,uncommon,Instant,2
Sawblade Scamp,R,,common,Creature — Phyrexian Beast,1
Urabrask's Forge,R,,rare,Artifact,1
Vulshok Splitter,R,,common,Artifact — Equipment,3
Carnivorous Canopy,G,,common,Sorcery,1
Conduit of Worlds,G,,rare,Artifact,1
Copper Longlegs,G,,common,Creature — Phyrexian Spider,1
Evolved Spinoderm,G,,rare,Creature — Phyrexian Beast,2
Evolving Adaptive,G,,uncommon,Creature — Phyrexian Warrior,1
Incubation Sac,G,,uncommon,Artifact,2
Lattice-Blade Mantis,G,,common,Creature — Phyrexian Insect,2
Maze's Mantle,G,,common,Enchantment — Aura,1
Plague Nurse,G,,common,Creature — Phyrexian Cleric,1
Ruthless Predation,G,,common,Sorcery,1
Sylvok Battle-Chair,G,,uncommon,Artifact — Equipment,3
Thirsting Roots,G,,common,Sorcery,1
Tyrranax Atrocity,G,,common,Creature — Phyrexian Dinosaur,2
Bladehold War-Whip,"R,W",,uncommon,Artifact — Equipment,2
Charforger,"B,R",,uncommon,Creature — Phyrexian Beast,2
"Ezuri, Stalker of Spheres","G,U",,rare,Legendary Creature — Phyrexian Elf Warrior,1
Glissa Sunslayer,"B,G",,rare,Legendary Creature — Phyrexian Zombie Elf,3
"Kaito, Dancing Shadow","B,U",,rare,Legendary Planeswalker — Kaito,1
"Migloz, Maze Crusher","G,R",,rare,Legendary Creature — Phyrexian Beast,1
Necrogen Rotpriest,"B,G",,uncommon,Creature — Phyrexian Zombie Cleric,2
Vivisection Evangelist,"B,W",,uncommon,Creature — Phyrexian Cleric,1
Atraxa's Skitterfang,,,uncommon,Artifact Creature — Phyrexian Insect,1
Dross Skullbomb,B,,common,Artifact,3
Dune Mover,,,common,Artifact Creature — Phyrexian Golem,1
Furnace Skullbomb,R,,common,Artifact,1
Myr Kinsmith,,,common,Artifact Creature — Myr,1
Phyrexian Atlas,,,common,Artifact,1
Prosthetic Injector,,,uncommon,Artifact — Equipment,1
Sword of Forge and Frontier,,,mythic,Artifact — Equipment,1
Tablet of Compleation,,,rare,Artifact,1
The Autonomous Furnace,R,,common,Land — Sphere,2
Darkslick Shores,"B,U",,rare,Land,1
The Dross Pits,B,,common,Land — Sphere,1
"Rhuk, Hexgold Nabber",R,,rare,Legendary Creature — Goblin Rebel,1
Hallowed Moonlight,W,,rare,Instant,1
Swift Reckoning,W,,uncommon,Sorcery,1
Scab-Clan Berserker,R,,rare,Creature — Human Berserker,1
Possessed Skaab,"B,U",,uncommon,Creature — Zombie,1
Tenured Inkcaster,B,,uncommon,Creature — Vampire Warlock,1
Armored Armadillo,W,,common,Creature — Armadillo,1
Bounding Felidar,W,,uncommon,Creature — Cat Beast Mount,1
Bovine Intervention,W,,uncommon,Instant,2
Dust Animus,W,,rare,Creature — Spirit,1
Final Showdown,W,,mythic,Instant,1
"Fortune, Loyal Steed",W,,rare,Legendary Creature — Beast Mount,1
Getaway Glamer,W,,uncommon,Instant,1
Inventive Wingsmith,W,,common,Creature — Dwarf Artificer,1
Nurturing Pixie,W,,uncommon,Creature — Faerie Rogue,2
Outlaw Medic,W,,common,Creature — Human Rogue,3
Steer Clear,W,,common,Instant,2
Sterling Supplier,W,,common,Creature — Bird Soldier,1
Vengeful Townsfolk,W,,common,Creature — Human Citizen,2
Archmage's Newt,U,,rare,Creature — Salamander Mount,1
Canyon Crab,U,,uncommon,Creature — Crab,2
Djinn of Fool's Fall,U,,common,Creature — Djinn,3
Failed Fording,U,,common,Instant,2
Geyser Drake,U,,common,Creature — Drake,1
Harrier Strix,U,,common,Creature — Bird,1
The Key to the Vault,U,,rare,Legendary Artifact — Equipment,1
Marauding Sphinx,U,,uncommon,Creature — Sphinx Rogue,1
Nimble Brigand,U,,uncommon,Creature — Human Rogue,1
Outlaw Stitcher,U,,uncommon,Creature — Human Warlock,1
Peerless Ropemaster,U,,common,Creature — Human Rogue,1
Phantom Interference,U,,common,Instant,1
Razzle-Dazzler,U,,common,Creature — Human Wizard,2
Seize the Secrets,U,,common,Sorcery,4
Spring Splasher,U,,common,Creature — Frog Beast,1
Stop Cold,U,,common,Enchantment — Aura,1
This Town Ain't Big Enough,U,,uncommon,Instant,1
Three Steps Ahead,U,,rare,Instant,2
Blacksnag Buzzard,B,,common,Creature — Bird,1
Boneyard Desecrator,B,,common,Creature — Zombie Mercenary,3
Consuming Ashes,B,,common,Instant,2
"Kaervek, the Punisher",B,,rare,Legendary Creature — Human Warlock,1
Nezumi Linkbreaker,B,,common,Creature — Rat Warlock,2
Rakish Crew,B,,uncommon,Enchantment,2
Rooftop Assassin,B,,common,Creature — Vampire Assassin,1
Rush of Dread,B,,rare,Sorcery,1
Shoot the Sheriff,B,,uncommon,Instant,2
"Tinybones, the Pickpocket",B,,mythic,Legendary Creature — Skeleton Rogue,1
Treasure Dredger,B,,uncommon,Creature — Human Rogue,1
"Vadmir, New Blood",B,,rare,Legendary Creature — Vampire Rogue,2
Vault Plunderer,B,,common,Creature — Human Rogue,3
Deadeye Duelist,R,,common,Creature — Human Assassin,4
Demonic Ruckus,R,,uncommon,Enchantment — Aura,2
Discerning Peddler,R,,common,Creature — Human Rogue,2
Great Train Heist,R,,rare,Instant,1
Hell to Pay,R,,rare,Sorcery,2
Hellspur Brute,R,,uncommon,Creature — Minotaur Mercenary,1
Hellspur Posse Boss,R,,rare,Creature — Lizard Rogue,1
Irascible Wolverine,R,,common,Creature — Wolverine,1
Iron-Fist Pulverizer,R,,common,Creature — Giant Warrior,1
"Magda, the Hoardmaster",R,,rare,Legendary Creature — Dwarf Berserker,1
Mine Raider,R,,common,Creature — Human Rogue,2
Outlaws' Fury,R,,common,Instant,3
Quick Draw,R,,common,Instant,1
Quilled Charger,R,,common,Creature — Porcupine Mount,1
Reckless Lackey,R,,common,Creature — Goblin Pirate,3
Rodeo Pyromancers,R,,common,Creature — Human Mercenary,3
Scorching Shot,R,,uncommon,Sorcery,2
Take for a Ride,R,,uncommon,Sorcery,1
Thunder Salvo,R,,common,Instant,3
Trick Shot,R,,common,Instant,2
Ankle Biter,G,,common,Creature — Snake,2
Betrayal at the Vault,G,,uncommon,Instant,2
Bristlepack Sentry,G,,common,Creature — Plant Wolf,4
"Bristly Bill, Spine Sower",G,,mythic,Legendary Creature — Plant Druid,2
Cactarantula,G,,common,Creature — Plant Spider,2
Colossal Rattlewurm,G,,rare,Creature — Wurm,1
Drover Grizzly,G,,common,Creature — Bear Mount,2
Freestrider Commando,G,,common,Creature — Centaur Mercenary,2
Full Steam Ahead,G,,uncommon,Sorcery,2
Giant Beaver,G,,common,Creature — Beaver Mount,2
Gold Rush,G,,uncommon,Instant,3
Goldvein Hydra,G,,mythic,Creature — Hydra,1
Hardbristle Bandit,G,,common,Creature — Plant Rogue,2
Intrepid Stablemaster,G,,uncommon,Creature — Human Scout,2
Map the Frontier,G,,uncommon,Sorcery,2
Ornery Tumblewagg,G,,rare,Creature — Brushwagg Mount,2
Outcaster Greenblade,G,,uncommon,Creature — Human Mercenary,2
Outcaster Trailblazer,G,,rare,Creature — Human Druid,1
Railway Brawler,G,,mythic,Creature — Rhino Warrior,2
Rambling Possum,G,,uncommon,Creature — Possum Mount,1
Raucous Entertainer,G,,uncommon,Creature — Plant Bard,1
Reach for the Sky,G,,common,Enchantment — Aura,2
Rise of the Varmints,G,,uncommon,Sorcery,1
Spinewoods Armadillo,G,,uncommon,Creature — Armadillo,1
Throw from the Saddle,G,,common,Sorcery,2
"Bonny Pall, Clearcutter","G,U",,rare,Legendary Creature — Giant Scout,1
"Breeches, the Blastmaker","R,U",,rare,Legendary Creature — Goblin Pirate,2
"Bruse Tarl, Roving Rancher","R,W",,rare,Legendary Creature — Human Warrior,1
Congregation Gryff,"G,W",,uncommon,Creature — Hippogriff Mount,2
Form a Posse,"R,W",,uncommon,Sorcery,1
Honest Rutstein,"B,G",,uncommon,Legendary Creature — Human Warlock,2
"Jem Lightfoote, Sky Explorer","U,W",,uncommon,Legendary Creature — Human Scout,1
"Kraum, Violent Cacophony","R,U",,uncommon,Legendary Creature — Zombie Horror,1
Laughing Jasper Flint,"B,R",,rare,Legendary Creature — Lizard Rogue,1
Make Your Own Luck,"G,U",,uncommon,Sorcery,1
"Malcolm, the Eyes","R,U",,rare,Legendary Creature — Siren Pirate,1
"Oko, the Ringleader","G,U",,mythic,Legendary Planeswalker — Oko,1
Rakdos Joins Up,"B,R",,rare,Legendary Enchantment,1
Riku of Many Paths,"G,R,U",,rare,Legendary Creature — Human Wizard,1
Seraphic Steed,"G,W",,rare,Creature — Unicorn Mount,1
Slick Sequence,"R,U",,uncommon,Instant,2
"Vial Smasher, Gleeful Grenadier","B,R",,uncommon,Legendary Creature — Goblin Mercenary,1
"Vraska, the Silencer","B,G",,mythic,Legendary Creature — Gorgon Assassin,1
"Wylie Duke, Atiin Hero","G,W",,rare,Legendary Creature — Human Ranger,1
Bandit's Haul,,,uncommon,Artifact,1
Gold Pan,,,common,Artifact — Equipment,2
Oasis Gardener,,,common,Artifact Creature — Scarecrow,1
Sterling Hound,,,common,Artifact Creature — Dog,1
Abraded Bluffs,"R,W",,common,Land — Desert,4
Bristling Backwoods,"G,R",,common,Land — Desert,4
Creosote Heath,"G,W",,common,Land — Desert,4
Eroded Canyon,"R,U",,common,Land — Desert,4
Festering Gulch,"B,G",,common,Land — Desert,1
Forlorn Flats,"B,W",,common,Land — Desert,4
Jagged Barrens,"B,R",,common,Land — Desert,4
Lonely Arroyo,"U,W",,common,Land — Desert,4
Mirage Mesa,,,common,Land — Desert,3
Soured Springs,"B,U",,common,Land — Desert,4
Bucolic Ranch,,,uncommon,Land — Desert,1
Skewer the Critics,R,,uncommon,Sorcery,1
Tyrant's Scorn,"B,U",,uncommon,Instant,1
Boundary Lands Ranger,R,,common,Creature — Human Ranger,1
Courier's Briefcase,"B,G,R,U,W",,common,Artifact — Treasure,1
Dark Betrayal,B,,uncommon,Instant,1
Halo Fountain,W,,mythic,Artifact,2
Raffine's Informant,W,,common,Creature — Human Wizard,4
Narset's Reversal,U,,rare,Instant,1
Antagonize,R,,common,Instant,1
Lampad of Death's Vigil,B,,common,Enchantment Creature — Nymph,1
Mogis's Favor,B,,common,Enchantment — Aura,1
Jewel Thief,G,,common,Creature — Cat Rogue,4
Prizefight,G,,common,Instant,4
Skybridge Towers,"U,W",,common,Land,4
Ironscale Hydra,G,,rare,Creature — Hydra,1
"Ashiok, Nightmare Muse","B,U",,mythic,Legendary Planeswalker — Ashiok,1
Brushfire Elemental,"G,R",,uncommon,Creature — Elemental,1
Cragplate Baloth,G,,rare,Creature — Beast,1
Dragonsguard Elite,G,,rare,Creature — Human Druid,1
Exponential Growth,G,,rare,Sorcery,1
Elemental Expressionist,"R,U",,rare,Creature — Orc Wizard,1
Elspeth Resplendent,W,,mythic,Legendary Planeswalker — Elspeth,2
Raffine's Tower,"B,U,W",,rare,Land — Plains Island Swamp,1
Titan of Industry,G,,mythic,Creature — Elemental,2
Undercover Operative,U,,rare,Creature — Shapeshifter Rogue,2
Mysterious Limousine,W,,rare,Artifact — Vehicle,2
Structural Assault,R,,rare,Sorcery,1
Extraction Specialist,W,,rare,Creature — Human Rogue,1
Park Heights Pegasus,"G,W",,rare,Creature — Pegasus,2
Gala Greeters,G,,rare,Creature — Elf Druid,2
Tenacious Underdog,B,,rare,Creature — Human Warrior,2
"Falco Spara, Pactweaver","G,U,W",,mythic,Legendary Creature — Bird Demon,1
"Ugin, Eye of the Storms",,,mythic,Legendary Planeswalker — Ugin,2
"Anafenza, Unyielding Lineage",W,,rare,Legendary Creature — Spirit Soldier,2
Clarion Conqueror,W,,rare,Creature — Dragon,1
"Elspeth, Storm Slayer",W,,mythic,Legendary Planeswalker — Elspeth,1
Sage of the Skies,W,,rare,Creature — Human Monk,2
Smile at Death,W,,mythic,Enchantment,3
United Battlefront,W,,rare,Sorcery,2
Voice of Victory,W,,rare,Creature — Human Bard,1
Ambling Stormshell,U,,rare,Creature — Turtle,2
Naga Fleshcrafter,U,,rare,Creature — Snake Shapeshifter,2
Stillness in Motion,U,,rare,Enchantment,1
"Taigam, Master Opportunist",U,,mythic,Legendary Creature — Human Monk,2
Winternight Stories,U,,rare,Sorcery,1
Avenger of the Fallen,B,,rare,Creature — Human Warrior,2
Rot-Curse Rakshasa,B,,mythic,Creature — Demon,1
The Sibsig Ceremony,B,,rare,Legendary Enchantment,1
Cori-Steel Cutter,R,,rare,Artifact — Equipment,1
Dracogenesis,R,,mythic,Enchantment,2
Magmatic Hellkite,R,,rare,Creature — Dragon,2
Stadium Headliner,R,,rare,Creature — Goblin Warrior,3
Herd Heirloom,G,,rare,Artifact,2
Lasyd Prowler,G,,rare,Creature — Snake Ranger,1
Warden of the Grove,G,,rare,Creature — Hydra,1
All-Out Assault,"B,R,W",,mythic,Enchantment,2
Awaken the Honored Dead,"B,G,U",,rare,Enchantment — Saga,2
Barrensteppe Siege,"B,W",,rare,Enchantment,3
Call the Spirit Dragons,"B,G,R,U,W",,mythic,Enchantment,2
Dragonback Assault,"G,R,U",,mythic,Enchantment,4
Eshki Dragonclaw,"G,R,U",,rare,Legendary Creature — Human Warrior,4
"Felothar, Dawn of the Abzan","B,G,W",,rare,Legendary Creature — Human Warrior,4
Flamehold Grappler,"R,U,W",,rare,Creature — Human Monk,3
Frostcliff Siege,"R,U",,rare,Enchantment,1
Glacierwood Siege,"G,U",,rare,Enchantment,1
Hollowmurk Siege,"B,G",,rare,Enchantment,2
Jeskai Revelation,"R,U,W",,mythic,Instant,1
"Kotis, the Fangkeeper","B,G,U",,rare,Legendary Creature — Zombie Warrior,1
"Narset, Jeskai Waymaster","R,U,W",,rare,Legendary Creature — Human Monk,1
"Neriv, Heart of the Storm","B,R,W",,mythic,Legendary Creature — Spirit Dragon,1
Perennation,"B,G,W",,mythic,Sorcery,1
Rediscover the Way,"R,U,W",,rare,Enchantment — Saga,2
Revival of the Ancestors,"B,G,W",,rare,Enchantment — Saga,1
Roar of Endless Song,"G,R,U",,rare,Enchantment — Saga,1
Temur Battlecrier,"G,R,U",,rare,Creature — Orc Ranger,1
"Ureni, the Song Unending","G,R,U",,mythic,Legendary Creature — Spirit Dragon,2
Windcrag Siege,"R,W",,rare,Enchantment,1
Ice Out,U,,rare,Instant,3
Expel the Interlopers,W,,rare,Sorcery,1
Moonshaker Cavalry,W,,mythic,Creature — Spirit Knight,1
Regal Bunnicorn,W,,rare,Creature — Rabbit Unicorn,1
Sleep-Cursed Faerie,U,,rare,Creature — Faerie Wizard,1
Talion's Messenger,U,,rare,Creature — Faerie Noble,1
"Ashiok, Wicked Manipulator",B,,mythic,Legendary Planeswalker — Ashiok,1
Lich-Knights' Conquest,B,,rare,Sorcery,1
Rankle's Prank,B,,rare,Sorcery,1
Charming Scoundrel,R,,rare,Creature — Human Rogue,1
"Goddric, Cloaked Reveler",R,,rare,Legendary Creature — Human Noble,1
Blossoming Tortoise,G,,mythic,Creature — Turtle,1
Feral Encounter,G,,rare,Sorcery,1
Gruff Triplets,G,,rare,Creature — Satyr Warrior,1
The Huntsman's Redemption,G,,rare,Enchantment — Saga,1
Thunderous Debut,G,,rare,Sorcery,1
Agatha of the Vile Cauldron,"G,R",,mythic,Legendary Creature — Human Warlock,1
The Goose Mother,"G,U",,rare,Legendary Creature — Bird Hydra,2
"Talion, the Kindly Lord","B,U",,mythic,Legendary Creature — Faerie Noble,1
Agatha's Soul Cauldron,,,mythic,Legendary Artifact,1
Restless Vinestalk,"G,U",,rare,Land,1
Backup Agent,W,,common,Creature — Human Citizen,4
Ballroom Brawlers,W,,uncommon,Creature — Human Warrior,1
Celebrity Fencer,W,,common,Creature — Elf Druid,4
A-Celebrity Fencer,W,,common,Creature — Elf Druid,4
Citizen's Crowbar,W,,uncommon,Artifact — Equipment,4
Gathering Throng,W,,common,Creature — Human Citizen,4
Hold for Ransom,W,,common,Enchantment — Aura,4
A-Speakeasy Server,W,,common,Creature — Bird Citizen,1
Brokers Veteran,U,,common,Creature — Human Soldier,1
Case the Joint,U,,common,Instant,4
A-Case the Joint,U,,common,Sorcery,4
Make Disappear,U,,common,Instant,1
Psychic Pickpocket,U,,uncommon,Creature — Octopus Rogue,2
Run Out of Town,U,,common,Instant,1
Demon's Due,B,,common,Instant,1
A-Demon's Due,B,,common,Instant,1
A-Midnight Assassin,B,,common,Creature — Vampire Assassin,1
Revel Ruiner,B,,common,Creature — Octopus Rogue,1
A-Revel Ruiner,B,,common,Creature — Octopus Rogue,1
Light 'Em Up,R,,common,Sorcery,1
Mayhem Patrol,R,,common,Creature — Devil Warrior,1
Riveteers Initiate,"B,G,R",,common,Creature — Lizard Citizen,1
A-Riveteers Initiate,"B,G,R",,common,Creature — Lizard Citizen,1
Unlucky Witness,R,,uncommon,Creature — Human Citizen,1
Civic Gardener,G,,common,Creature — Human Citizen,2
Cleanup Crew,G,,uncommon,Creature — Human Citizen,4
Elegant Entourage,G,,uncommon,Creature — Elf Druid,1
A-High-Rise Sawjack,G,,common,Creature — Elf Citizen,3
Luxurious Libation,G,,uncommon,Instant,4
Social Climber,G,,common,Creature — Human Druid,1
A-Social Climber,G,,common,Creature — Human Druid,1
Take to the Streets,G,,uncommon,Sorcery,4
Celestial Regulator,"U,W",,common,Creature — Angel Advisor,4
A-Celestial Regulator,"U,W",,common,Creature — Angel Advisor,4
Civil Servant,"G,W",,common,Creature — Cat Citizen,4
A-Civil Servant,"G,W",,common,Creature — Cat Citizen,4
Darling of the Masses,"G,W",,uncommon,Creature — Elf Citizen,4
Glamorous Outlaw,"B,R,U",,common,Creature — Vampire Rogue,2
A-Glamorous Outlaw,"B,R,U",,common,Creature — Vampire Rogue,2
Metropolis Angel,"U,W",,uncommon,Creature — Angel Soldier,4
A-Metropolis Angel,"U,W",,uncommon,Creature — Angel Soldier,4
Tainted Indulgence,"B,U",,uncommon,Instant,1
Paragon of Modernity,,,common,Artifact Creature — Angel Warrior,1
A-Paragon of Modernity,,,common,Artifact Creature — Angel Warrior,1
Botanical Plaza,"G,W",,common,Land,4
Cabaretti Courtyard,,,common,Land,1
Racers' Ring,"G,R",,common,Land,4
Tramway Station,"B,R",,common,Land,4
Waterfront District,"B,U",,common,Land,4
Agonizing Remorse,B,,uncommon,Sorcery,1
Introduction to Annihilation,,,common,Sorcery — Lesson,1
Stonebinder's Familiar,W,,uncommon,Creature — Spirit Dog,1
Vortex Runner,U,,common,Creature — Human Wizard,2
Wormhole Serpent,U,,uncommon,Creature — Serpent,2
Leech Fanatic,B,,common,Creature — Human Warlock,1
Specter of the Fens,B,,common,Creature — Specter,2
A-Tenured Inkcaster,B,,uncommon,Creature — Vampire Warlock,1
Unwilling Ingredient,B,,common,Creature — Frog,2
Start from Scratch,R,,uncommon,Sorcery — Lesson,1
Containment Breach,G,,uncommon,Sorcery — Lesson,1
Scurrid Colony,G,,common,Creature — Squirrel,3
Tangletrap,G,,common,Instant,1
Biomathematician,"G,U",,common,Creature — Human Wizard,1
Elemental Summoning,"R,U",,common,Sorcery — Lesson,1
Quandrix Apprentice,"G,U",,uncommon,Creature — Human Wizard,1
Spiteful Squad,"B,W",,common,Creature — Human Warlock,1
Square Up,"G,U",,common,Instant,1
Arashin Sunshield,W,,common,Creature — Human Warrior,1
Bearer of Glory,W,,common,Creature — Human Soldier,3
Coordinated Maneuver,W,,common,Instant,4
Dalkovan Packbeasts,W,,uncommon,Creature — Ox,3
Descendant of Storms,W,,uncommon,Creature — Human Soldier,1
Dragonback Lancer,W,,common,Creature — Human Soldier,4
Fortress Kin-Guard,W,,common,Creature — Dog Soldier,4
Furious Forebear,W,,uncommon,Creature — Spirit Warrior,2
Lightfoot Technique,W,,common,Instant,4
Loxodon Battle Priest,W,,uncommon,Creature — Elephant Cleric,1
Mardu Devotee,"B,R,W",,common,Creature — Human Scout,3
Osseous Exhale,W,,common,Instant,3
Poised Practitioner,W,,common,Creature — Human Monk,4
Rally the Monastery,W,,uncommon,Instant,3
Rebellious Strike,W,,common,Instant,1
Salt Road Packbeast,W,,common,Creature — Beast,4
Starry-Eyed Skyrider,W,,uncommon,Creature — Human Scout,3
Static Snare,W,,uncommon,Enchantment,2
Stormplain Detainment,W,,common,Enchantment,3
Sunpearl Kirin,W,,uncommon,Creature — Kirin,1
Tempest Hawk,W,,common,Creature — Bird,4
Wayspeaker Bodyguard,W,,uncommon,Creature — Orc Monk,1
Agent of Kotis,U,,common,Creature — Human Rogue,2
Constrictor Sage,U,,uncommon,Creature — Snake Wizard,2
Dispelling Exhale,U,,common,Instant,2
Dragonstorm Forecaster,U,,uncommon,Creature — Human Scout,2
Essence Anchor,U,,uncommon,Artifact,1
Focus the Mind,U,,common,Instant,3
Fresh Start,U,,uncommon,Enchantment — Aura,2
Highspire Bell-Ringer,U,,common,Creature — Djinn Monk,1
Humbling Elder,U,,common,Creature — Human Monk,3
Iceridge Serpent,U,,common,Creature — Serpent,2
Kishla Trawlers,U,,uncommon,Creature — Human Citizen,2
Ringing Strike Mastery,U,,common,Enchantment — Aura,4
Riverwalk Technique,U,,common,Instant,2
Roiling Dragonstorm,U,,uncommon,Enchantment,1
Sibsig Appraiser,U,,common,Creature — Zombie Advisor,4
Snowmelt Stag,U,,common,Creature — Elemental Elk,4
Spectral Denial,U,,uncommon,Instant,2
Temur Devotee,"G,R,U",,common,Creature — Human Druid,1
Unending Whisper,U,,common,Sorcery,4
Veteran Ice Climber,U,,uncommon,Creature — Human Scout,2
Wingblade Disciple,U,,uncommon,Creature — Human Monk,1
Wingspan Stride,U,,common,Enchantment — Aura,4
Abzan Devotee,"B,G,W",,common,Creature — Dog Cleric,3
Adorned Crocodile,B,,common,Creature — Crocodile,1
Aggressive Negotiations,B,,common,Sorcery,3
Alchemist's Assistant,B,,uncommon,Creature — Monkey,1
Alesha's Legacy,B,,common,Instant,4
Caustic Exhale,B,,common,Instant,4
Corroding Dragonstorm,B,,uncommon,Enchantment,1
Cruel Truths,B,,common,Instant,4
Delta Bloodflies,B,,common,Creature — Insect,3
Desperate Measures,B,,uncommon,Instant,1
Dragon's Prey,B,,common,Instant,4
Kin-Tree Nurturer,B,,common,Creature — Human Druid,2
Nightblade Brigade,B,,common,Creature — Goblin Soldier,4
Salt Road Skirmish,B,,uncommon,Sorcery,1
Sandskitter Outrider,B,,common,Creature — Goblin Soldier,4
Strategic Betrayal,B,,uncommon,Sorcery,4
Unburied Earthcarver,B,,common,Creature — Human Warrior,3
